topic_id,question_id,question_text,option_1,option_2,option_3,option_4,option_5,correct_answer,explanation
dermatology,DER073,What is the common name for the skin condition caused by the herpes simplex virus?,Cold sores,Ringworm,Athlete's foot,Warts,Cold sores,Cold sores,Cold sores are caused by the herpes simplex virus and typically present as painful blisters on or around the lips.
musculoskeletal,MKS079,A patient with muscle pain is advised to apply cold therapy. What is the primary benefit of cold therapy?,Increases joint flexibility,Enhances blood flow,Reduces inflammation,Increases muscle strength,Reduces calcium absorption,Reduces inflammation,Cold therapy reduces inflammation and numbs the affected area
face,EYR020,Which of the following can exacerbate dry eye symptoms?,Cold weather,Wind,Heated indoor air,All of the above,All of the above,All of the above,"Cold weather, wind, and heated indoor air can all exacerbate symptoms of dry eyes."
gastrointestinal,GAS103,Which of the following medications is used as a bile acid sequestrant to manage bile acid malabsorption?,Omeprazole,Ranitidine,Colestyramine,Loperamide,Metoclopramide,Colestyramine,"Colestyramine binds bile acids in the gut, preventing their reabsorption and relieving symptoms of bile acid malabsorption."
ethics,ETH066,A patient is prescribed an antibiotic for a viral infection due to patient demand. What is the MOST ethical action?,Dispense the antibiotic as prescribed,Refuse to dispense and criticize the prescriber,Discuss concerns with the prescriber about antibiotic stewardship,Dispense a placebo instead,Ignore the issue and proceed,Discuss concerns with the prescriber about antibiotic stewardship,"Collaborating with the prescriber promotes appropriate use of antibiotics, protecting public health while respecting professional roles."
ethics,ETH102,A patient is prescribed a medication that is not cost-effective compared to alternatives. What is the MOST ethical action?,Dispense as prescribed without question,Substitute with a cheaper alternative without approval,Discuss cost-effective options with the prescriber,Refuse to dispense until a cheaper option is prescribed,Inform the patient they are wasting money,Discuss cost-effective options with the prescriber,Collaborating with the prescriber promotes efficient use of resources while ensuring patient care.
ethics,ETH073,A pharmacist receives a prescription for a medication known to be ineffective for the patient's condition. What is the MOST ethical action?,Dispense it without question,Refuse to dispense and criticize the prescriber to the patient,Discuss concerns with the prescriber to ensure optimal patient care,Substitute it with a different medication without approval,Inform the patient the doctor is incompetent,Discuss concerns with the prescriber to ensure optimal patient care,Collaborating with the prescriber respects professional boundaries and aims to optimize patient outcomes.
ethics,ETH011,A pharmacist receives a prescription for a medication known to be less effective in certain ethnic groups. What is the MOST ethical action?,Dispense as prescribed without question,Refuse to dispense and demand a new prescription,Discuss the concerns with the prescriber to consider efficacy for the patient,Inform the patient the medication won't work due to their ethnicity,Substitute the medication with another without consulting the prescriber,Discuss the concerns with the prescriber to consider efficacy for the patient,Collaborating with the prescriber respects professional boundaries while advocating for the patient's best interest based on clinical evidence.
ethics,ETH052,A pharmacist is asked to dispense a medication for off-label use in a way that is not evidence-based. What is the MOST ethical action?,Dispense without question,Refuse to dispense and report the prescriber,Discuss concerns with the prescriber and seek evidence to support use,Dispense and warn the patient it's not approved,Change the prescription to an approved use,Discuss concerns with the prescriber and seek evidence to support use,Collaborating with the prescriber to ensure the medication use is appropriate protects patient safety and supports evidence-based practice.
ethics,ETH088,A pharmacist discovers that an herbal supplement a patient is taking interacts with their prescription medications. What is the MOST ethical action?,Ignore the interaction as supplements are natural,Advise the patient to stop all supplements,Discuss the interaction with the patient and coordinate with the prescriber,Tell the patient supplements are ineffective,Refuse to dispense medications until supplements are stopped,Discuss the interaction with the patient and coordinate with the prescriber,Collaborative care and patient education ensure safety and respect the patient's choices.
patient,PAT119,Which of the following is an example of collaborative goal-setting in patient counseling?,Dictating a treatment plan without patient input,Ignoring patient preferences,Working with the patient to set achievable health goals,Setting unrealistic expectations,Assuming the patient will follow any plan you suggest,Working with the patient to set achievable health goals,"Collaborative goal-setting involves the patient in their care planning, increasing motivation and likelihood of adherence."
chemotherapy,CHE059,What is the expected outcome of using combination chemotherapy?,Increased toxicity,Reduced effectiveness,Synergistic effects against cancer,None of the above,All of the above,Synergistic effects against cancer,"Combination chemotherapy aims to leverage synergistic effects, increasing the overall effectiveness against cancer while potentially reducing the risk of resistance."
chemotherapy,CHE098,What is the primary benefit of using combination chemotherapy?,Increased risk of toxicity,Reduced effectiveness,Improved response rates,All of the above,None of the above,Improved response rates,Combination chemotherapy is used to improve response rates and overcome resistance mechanisms.
respiratory,RPS074,What is the primary reason for using combination inhalers in asthma management?,Reduce medication costs,Improve patient adherence,Increase side effects,Provide dual action,Decrease hospital visits,Provide dual action,Combination inhalers (ICS + LABA) provide dual action by reducing inflammation and relaxing airway muscles for better asthma control.
inhaled,INH038,What is the primary use of combination inhalers?,Acute symptom relief,Chronic management of asthma/COPD,To reduce side effects,Increase inhaler technique,None of the above,Chronic management of asthma/COPD,Combination inhalers are primarily used for chronic management of asthma and COPD by providing both bronchodilation and anti-inflammatory effects.
respiratory_2,RES110,A patient with COPD is using a combination inhaler. What is a benefit of using combination therapy?,Increased risk of side effects,Improved adherence,Decreased efficacy,Higher cost,Increased number of doses required,Improved adherence,"Combination inhalers can simplify the treatment regimen, which may enhance patient adherence."
respiratory_2,RES048,What is the expected benefit of using a combination inhaler for asthma?,Increased side effects,Better adherence,Immediate symptom relief,Requires less frequent dosing,None of the above,Better adherence,Combination inhalers improve adherence by combining medications into a single inhaler.
inhaled,INH052,Which condition is likely to require a combination inhaler?,Asthma,Chronic bronchitis,COPD,All of the above,None of the above,All of the above,"Combination inhalers may be used in asthma, chronic bronchitis, and COPD for effective management of these respiratory conditions."
respiratory,RPS078,A patient with COPD is using a combination inhaler. Which two classes of medications does this type of inhaler typically contain?,Corticosteroid and short-acting beta agonist,Corticosteroid and long-acting beta agonist,Short-acting beta agonist and long-acting anticholinergic,Corticosteroid and leukotriene antagonist,Long-acting beta agonist and short-acting anticholinergic,Corticosteroid and long-acting beta agonist,Combination inhalers often contain a corticosteroid and a long-acting beta agonist (LABA) to reduce inflammation and provide bronchodilation.
inhaled,INH007,What is the primary role of combination inhalers?,To reduce costs,To simplify therapy,To provide both bronchodilation and anti-inflammatory effects,All of the above,None of the above,To provide both bronchodilation and anti-inflammatory effects,"Combination inhalers provide both bronchodilation and anti-inflammatory effects, improving asthma and COPD management."
respiratory_2,RES094,A patient is prescribed a combination inhaler that contains both a corticosteroid and a long-acting beta agonist. What is a key benefit of this combination?,Immediate relief,Reduced dosing frequency,Lower cost,Increased side effects,None of the above,Reduced dosing frequency,Combination inhalers reduce the frequency of dosing by combining medications into a single device.
respiratory_2,RES034,What is a significant advantage of using combination inhalers for asthma therapy?,Higher risk of side effects,Improved adherence,Lower cost,More frequent dosing,None of the above,Improved adherence,"Combination inhalers simplify treatment regimens, which can improve patient adherence."
respiratory_2,RES024,What is a significant benefit of using combination inhalers for asthma treatment?,Decreased risk of infections,Improved adherence,Reduced cost,Increased side effects,None of the above,Improved adherence,"Combination inhalers, which contain both a corticosteroid and a long-acting beta agonist, can improve adherence due to convenience."
opioids,OPI021,What is the purpose of using combination products that include opioids?,Reduce opioid requirement,Improve analgesic efficacy,Limit side effects,All of the above,None of the above,All of the above,Combination products can enhance analgesic efficacy while potentially reducing the required opioid dose and minimizing side effects.
cough,COU053,What is the appropriate use of cough syrups containing both guaifenesin and dextromethorphan?,For dry cough only,For productive cough only,For chronic cough,For acute cough,For both dry and productive coughs,For both dry and productive coughs,Combination syrups containing both guaifenesin and dextromethorphan are indicated for both dry and productive coughs.
chemotherapy,CHE061,What is a potential late effect of radiation therapy combined with chemotherapy?,Bone marrow recovery,Skin irritation,Secondary malignancies,None of the above,All of the above,Secondary malignancies,Combination therapies can lead to secondary malignancies as a late effect due to DNA damage from both treatments.
cough,COU030,What is the role of combination therapies in treating cough?,To increase effectiveness,To reduce costs,To minimize side effects,To limit prescriptions,To avoid multiple medications,To increase effectiveness,Combination therapies may be used to enhance the overall effectiveness of treatment for cough and associated symptoms.
antipsychotics,CHO109,What type of approach is often taken in managing patients with treatment-resistant schizophrenia?,Monotherapy,Combination therapy,No treatment,All of the above,None of the above,Combination therapy,"Combination therapy, including the use of clozapine, is often necessary for managing treatment-resistant schizophrenia."
vaccine,VAC098,Which of the following is TRUE regarding the use of combination vaccines?,They are less effective than single vaccines,They increase the number of injections needed,They reduce the number of injections and improve compliance,They cause more side effects,They should be avoided,They reduce the number of injections and improve compliance,"Combination vaccines protect against multiple diseases in a single shot, reducing the number of injections and improving vaccination compliance."
sex,SEX021,Which is a non-contraceptive benefit of combined oral contraceptive pills?,Increased libido,Protection against STIs,Reduced menstrual bleeding,Increased fertility,Reduced acne,Reduced menstrual bleeding,"Combined oral contraceptives are known to reduce menstrual bleeding and pain, which can be a benefit for many women."
sex,SEX102,Which contraceptive can reduce acne in women?,Copper IUD,Combined oral contraceptive pill,Progestogen-only pill,Diaphragm,Emergency contraception,Combined oral contraceptive pill,Combined oral contraceptives can help reduce acne by balancing hormones that cause excess oil production.
sex,SEX113,Which of the following is a non-contraceptive benefit of combined oral contraceptives?,Reduced risk of ovarian cancer,Improved bone density,Increased muscle mass,Lower risk of acne,Increased energy,Reduced risk of ovarian cancer,"Combined oral contraceptives have been shown to reduce the risk of ovarian cancer, especially with long-term use."
analgesics,ANA146,A patient with chronic pain is prescribed both an NSAID and an opioid. What is a potential benefit of this combination?,Lower side effects,Increased risk of overdose,Better pain control,Reduced efficacy,Increased gastrointestinal irritation,Better pain control,Combining an NSAID with an opioid can provide improved pain control due to their complementary mechanisms of action.
histamine,HIS058,What is the key reason to avoid combining antihistamines with alcohol?,Increased hydration,Enhanced sedation,Decreased efficacy,Improved reaction time,Increased gastrointestinal absorption,Enhanced sedation,"Combining antihistamines with alcohol can significantly enhance sedation, increasing the risk of accidents."
antipsychotics,CHO017,What is a potential risk when combining antipsychotics with benzodiazepines?,Increased sedation,Increased seizure risk,Decreased efficacy,All of the above,None of the above,Increased sedation,Combining antipsychotics with benzodiazepines can lead to increased sedation and respiratory depression.
antipsychotics,CHO120,What is a potential effect of combining antipsychotics with SSRIs?,Reduced effectiveness of antipsychotics,Increased risk of serotonin syndrome,No effect on either medication,All of the above,None of the above,Increased risk of serotonin syndrome,"Combining antipsychotics with SSRIs can increase the risk of serotonin syndrome, requiring careful monitoring."
weight_2,WEI074,What is a potential benefit of using a combination of appetite suppressants and lifestyle changes?,Faster weight loss,No side effects,Eliminates need for exercise,Guarantees success,Enhanced effectiveness,Enhanced effectiveness,Combining appetite suppressants with lifestyle changes can enhance their effectiveness in weight loss.
weight,WEI020,What is a potential effect of combining appetite suppressants with other medications?,Increased effectiveness,Decreased risk of side effects,Increased risk of adverse effects,Improved metabolism,Increased risk of adverse effects,Increased risk of adverse effects,Combining appetite suppressants with other medications can increase the risk of adverse effects.
chemotherapy,CHE053,What is a significant effect of combining chemotherapy with radiation therapy?,Increased toxicity to normal tissues,Enhanced efficacy against tumors,No effect on treatment outcomes,All of the above,None of the above,Enhanced efficacy against tumors,Combining chemotherapy with radiation therapy can enhance efficacy against tumors while potentially increasing toxicity to normal tissues.
cough,COU004,Which of the following medications should not be used in combination with dextromethorphan?,Fluoxetine,Guaifenesin,Diphenhydramine,Paracetamol,Amoxicillin,Fluoxetine,Combining dextromethorphan with monoamine oxidase inhibitors (MAOIs) like fluoxetine can lead to serotonin syndrome.
cough,COU036,What is the main concern for patients taking dextromethorphan with other CNS depressants?,Increased sedation,Reduced effectiveness,Increased heart rate,Higher incidence of cough,Decreased absorption,Increased sedation,Combining dextromethorphan with other CNS depressants can lead to increased sedation and respiratory depression.
smoking,SMO078,What is the impact of combining smoking cessation methods?,No impact,Greater success rates,Increased risks,Decreased likelihood of quitting,Makes it harder to quit,Greater success rates,Combining different smoking cessation methods can lead to greater success rates.
psychiatric,PSY055,What is a potential risk of using duloxetine with alcohol?,Decreased sedation,Increased liver toxicity,Increased risk of serotonin syndrome,All of the above,None of the above,Increased liver toxicity,"Combining duloxetine with alcohol may increase the risk of liver toxicity and sedation, leading to adverse effects."
psychiatric,PSY044,What is a potential risk when combining duloxetine with other serotonergic medications?,Hypertension,Serotonin syndrome,Drowsiness,Increased appetite,None of the above,Serotonin syndrome,"Combining duloxetine with other serotonergic medications can increase the risk of serotonin syndrome, a potentially life-threatening condition."
cough,COU035,Which medication can be combined with guaifenesin for enhanced relief of cough?,Cetirizine,Dextromethorphan,Diphenhydramine,Phenylephrine,Naproxen,Dextromethorphan,Combining guaifenesin with dextromethorphan can provide both expectorant and cough suppressant effects.
hormonal,HOR108,What is a potential effect of combining hormone replacement therapy with SSRIs?,Enhanced antidepressant effect,Decreased risk of osteoporosis,Increased risk of thromboembolism,Decreased libido,All of the above,Increased risk of thromboembolism,"Combining hormone replacement therapy with SSRIs may increase the risk of thromboembolic events, particularly in women with other risk factors."
decongestants,DEC057,What is the effect of combining ibuprofen with other analgesics?,Increased side effects,Decreased effectiveness,Enhanced pain relief,No effect,Increased drug interactions,Enhanced pain relief,Combining ibuprofen with other analgesics can enhance pain relief due to different mechanisms of action.
smoking,SMO084,How can a patient prevent weight gain after quitting smoking?,Increase exercise,Use weight loss medication,Reduce caloric intake,All of the above,None of the above,All of the above,"Combining increased exercise, using weight loss medication if necessary, and reducing caloric intake can help prevent weight gain after quitting smoking."
diarrhoea,DIA031,Which of the following is true regarding the combination of loperamide with other antidiarrheal medications?,Safe in all cases,Can enhance effectiveness,Not recommended,Increases the risk of side effects,Only recommended in special populations,Not recommended,Combining loperamide with other antidiarrheals is generally not recommended due to the risk of increased side effects.
antiepileptics,EPI110,What is a potential risk of combining multiple antiepileptic drugs?,Decreased seizure control,Increased risk of side effects,No risks involved,All of the above,None of the above,Increased risk of side effects,Combining multiple antiepileptic drugs can increase the risk of side effects and toxicity.
laxatives,LAX097,What is a potential risk of combining multiple laxatives?,Increased efficacy,Reduced side effects,Electrolyte imbalances,Enhanced absorption,Improved bowel function,Electrolyte imbalances,"Combining multiple laxatives can lead to significant electrolyte imbalances, especially if they are all stimulant or osmotic types."
smoking,SMO039,What is the effect of combining nicotine replacement therapies?,Increased risk of addiction,Reduced side effects,Greater success in quitting,Less effective,None of the above,Greater success in quitting,Combining nicotine replacement therapies can lead to a higher success rate in quitting smoking.
smoking,SMO027,What is an effective approach to quitting smoking?,Cold turkey method,Gradual reduction,Using NRT and support,Avoiding all triggers,Using NRT and support,Using NRT and support,Combining NRT with behavioral support has shown to be the most effective approach for quitting smoking.
opioids,OPI095,What is a serious concern when combining opioids with benzodiazepines?,Increased pain relief,Decreased effectiveness of opioids,Risk of respiratory depression,All of the above,None of the above,Risk of respiratory depression,Combining opioids with benzodiazepines significantly increases the risk of respiratory depression and sedation.
opioids,OPI043,What should be avoided when prescribing opioids?,Combining with other CNS depressants,Monitoring for signs of effectiveness,Educating patients about risks,All of the above,None of the above,Combining with other CNS depressants,Combining opioids with other CNS depressants can increase the risk of respiratory depression and sedation.
weight_2,WEI027,What can be an effect of combining Orlistat with a high-fat diet?,Increased weight loss,Reduced side effects,Gastrointestinal discomfort,Improved fat absorption,None of the above,Gastrointestinal discomfort,Combining Orlistat with a high-fat diet can lead to gastrointestinal discomfort and increased side effects.
weight_2,WEI045,What is a potential effect of combining Orlistat with a high-fat diet?,Increased effectiveness,Less fat absorption,Gastrointestinal distress,No effect,Improved weight loss,Gastrointestinal distress,Combining Orlistat with a high-fat diet can lead to gastrointestinal distress and increased side effects.
supplements,SUP085,What is a key benefit of combining Vitamin C with iron supplementation?,Prevents anemia,Enhances absorption,Improves taste,Reduces side effects,None of the above,Enhances absorption,Combining Vitamin C with iron enhances the absorption of non-heme iron.
cd,OPS037,Which of the following is a common concern regarding buprenorphine treatment?,High cost,Limited availability,Risk of dependence,All of the above,All of the above,All of the above,"Common concerns about buprenorphine treatment include high cost, limited availability, and risk of dependence."
weight_2,WEI050,What are common ingredients in appetite suppressant supplements?,Herbs,Caffeine,Fiber,All of the above,None of the above,All of the above,"Common ingredients in appetite suppressants can include herbs, caffeine, and fiber, among others."
antibiotics,ANT010,A patient with a respiratory tract infection is prescribed azithromycin. What is a common side effect of this medication?,Constipation,Hepatotoxicity,Nausea and vomiting,Photosensitivity,Cough,Nausea and vomiting,"Common side effects of azithromycin include nausea, vomiting, and gastrointestinal discomfort."
antacids,ANT099,What is a common side effect of calcium carbonate?,Nausea,Hypercalcemia,Constipation,Both B and C,None of the above,Both B and C,Common side effects of calcium carbonate include constipation and hypercalcemia.
topical,TOP019,Which of the following is a potential side effect of clotrimazole?,Skin irritation,Rash,Burning sensation at the application site,All of the above,None of the above,All of the above,"Common side effects of clotrimazole include skin irritation, rash, and a burning sensation at the application site."
contraception,EME088,What are the common side effects of emergency contraceptive pills?,Menstrual changes,Nausea,Fatigue,All of the above,None of the above,All of the above,"Common side effects of emergency contraceptive pills include menstrual changes, nausea, and fatigue."
cytotoxic,CYT016,Which of the following is a side effect of erlotinib?,Rash,Diarrhea,Fatigue,All of the above,None of the above,All of the above,"Common side effects of erlotinib include rash, diarrhea, and fatigue due to its effects on the skin and gastrointestinal tract."
hormonal,HOR117,What is a common side effect of estrogen therapy?,Weight gain,Menstrual irregularities,Nausea,Breast tenderness,All of the above,All of the above,"Common side effects of estrogen therapy can include weight gain, menstrual irregularities, nausea, and breast tenderness."
hormonal,HOR092,What is a side effect associated with estrogen therapy?,Weight gain,Nausea,Mood swings,All of the above,None of the above,All of the above,"Common side effects of estrogen therapy can include weight gain, nausea, and mood swings."
laxatives,LAX031,Which of the following is a common side effect of lactulose?,Dehydration,Diarrhea,Bloating,Abdominal pain,All of the above,All of the above,"Common side effects of lactulose include bloating, abdominal pain, and diarrhea, especially if overdosed."
contraception,EME003,Which of the following is a common side effect of Levonorgestrel?,Nausea,Weight gain,Breast tenderness,All of the above,None of the above,All of the above,"Common side effects of Levonorgestrel include nausea, breast tenderness, and changes in menstrual bleeding."
psychiatric,PSY027,What is a common side effect of long-term use of antidepressants?,Increased anxiety,Weight changes,Sexual dysfunction,All of the above,None of the above,All of the above,"Common side effects of long-term antidepressant use can include increased anxiety, weight changes, and sexual dysfunction."
diarrhoea,DIA002,Which of the following is a common side effect of loperamide?,Constipation,Dizziness,Headache,Nausea,All of the above,All of the above,"Common side effects of loperamide can include constipation, dizziness, headache, and nausea."
high-risk,HGH046,What is a common side effect of methotrexate in patients receiving treatment for rheumatoid arthritis?,Hyperuricemia,Fatigue,Nausea,All of the above,None of the above,All of the above,"Common side effects of methotrexate include fatigue, nausea, and hyperuricemia due to its effects on purine metabolism."
psychiatric,PSY090,What is a common side effect of SSRIs?,Dry mouth,Nausea,Headache,All of the above,None of the above,All of the above,"Common side effects of SSRIs include dry mouth, nausea, and headaches."
psychiatric,PSY069,What is a common side effect of long-term use of tricyclic antidepressants like amitriptyline?,Weight gain,Constipation,Sedation,All of the above,None of the above,All of the above,"Common side effects of tricyclic antidepressants include weight gain, constipation, and sedation."
contraception,EME013,Which of the following is a potential side effect of Ulipristal Acetate?,Headache,Nausea,Fatigue,All of the above,None of the above,All of the above,"Common side effects of Ulipristal Acetate include headache, nausea, and fatigue."
innovation,INN041,Which of the following best describes the term 'companion diagnostic'?,A device that monitors heart rate,A test that identifies patients likely to benefit from a specific therapy,A medication taken alongside another,A method of drug delivery,A rehabilitation program,A test that identifies patients likely to benefit from a specific therapy,Companion diagnostics are tests used to identify patients who are most likely to respond to a particular treatment.
pharmacology,PHA013,"A competitive antagonist binds to the same receptor site as the agonist, leading to which outcome?",Increased effect,Reduced effect,Enhanced potency,Increased efficacy,No change,Reduced effect,"Competitive antagonists compete with agonists for the same receptor site, reducing the agonist's effect by blocking receptor activation."
theophylline,THE106,Which monitoring parameter is NOT typically associated with theophylline?,Liver function tests,Serum theophylline levels,Complete blood count,Electrolyte levels,None of the above,Complete blood count,Complete blood count is not routinely monitored for patients on theophylline therapy.
public,PUB021,A patient is prescribed antibiotics for a urinary tract infection. Which advice helps prevent antimicrobial resistance?,Stop the antibiotic when feeling better,Skip doses if side effects occur,Complete the full course as prescribed,Share antibiotics with family members,Double the dose if a dose is missed,Complete the full course as prescribed,Completing the full antibiotic course ensures effective treatment and reduces the risk of developing resistant bacteria.
public,PUB008,Which of the following strategies helps prevent antimicrobial resistance?,Using antibiotics for viral infections,Prescribing antibiotics without culture results,Completing the full course of prescribed antibiotics,Using leftover antibiotics from previous treatments,Skipping doses when feeling better,Completing the full course of prescribed antibiotics,Completing the prescribed antibiotic course ensures eradication of bacteria and reduces the risk of developing resistance.
patient,PAT097,"When counseling a patient on antibiotic adherence, which point is MOST important?",Stop the medication once symptoms improve,Complete the full course as prescribed to ensure infection is fully treated,Avoid taking doses at night,Double doses if one is missed,Antibiotics can be saved for future use,Complete the full course as prescribed to ensure infection is fully treated,Completing the prescribed course prevents incomplete treatment and reduces the risk of antibiotic resistance.
controlled,CON066,Which of the following is TRUE regarding the use of computerized Controlled Drug registers?,They are not permitted,They are permitted if they are attributable and auditable,They can be altered without trace,They require no backup,They must be approved by the Home Office,They are permitted if they are attributable and auditable,"Computerized Controlled Drug registers are permitted if they are secure, attributable, auditable, and comply with legal requirements, including preventing unauthorized alterations."
rate,RAT067,A patient is receiving a nicardipine infusion at 5 mg/hour. The solution contains 25 mg in 250 mL. What is the infusion rate in mL/hour?,25 mL/hour,50 mL/hour,75 mL/hour,100 mL/hour,125 mL/hour,50 mL/hour,Concentration = 0.1 mg/mL. Infusion rate = 5 mg/hour ÷ 0.1 mg/mL = 50 mL/hour.
liquid,LIQ018,You are preparing 400 mL of a syrup with a concentration of 0.4 g per mL. How many grams of the active ingredient are required?,100 g,150 g,160 g,200 g,250 g,160 g,Concentration = 0.4 g/mL. Amount needed = 0.4 g/mL × 400 mL = 160 g.
liquid,LIQ042,You are preparing 400 mL of a syrup with a concentration of 0.4 g per mL. How many grams of the active ingredient are required?,2 g,3 g,4 g,5 g,6 g,4 g,Concentration = 0.4 g/mL. Amount needed = 0.4 g/mL × 400 mL = 160 g.
rate,RAT050,A dobutamine infusion is running at 20 mL/hour. The solution contains 250 mg in 250 mL. What is the dose in mcg/kg/min for a patient weighing 75 kg?,1 mcg/kg/min,2 mcg/kg/min,3 mcg/kg/min,4 mcg/kg/min,5 mcg/kg/min,4.44 mcg/kg/min,"Concentration = 1,000 mcg/mL. Dose per hour = 20 mL/hour × 1,000 mcg/mL = 20,000 mcg/hour. Convert to mcg/min: 20,000 mcg/hour ÷ 60 ≈ 333.33 mcg/min. Dose = 333.33 mcg/min ÷ 75 kg ≈ 4.44 mcg/kg/min."
dilution,DIL071,"An IV medication is supplied as 1 g in 50 mL. To administer a dose of 500 mg, how many milliliters should be given?",10 mL,20 mL,25 mL,30 mL,40 mL,25 mL,"Concentration = 1,000 mg / 50 mL = 20 mg/mL. Volume needed = Dose ÷ Concentration = 500 mg ÷ 20 mg/mL = 25 mL."
dilution,DIL029,An IV medication is administered at a rate of 60 mL/hour. The solution contains 1.2 g of drug in 500 mL. What is the dose rate in mg/hour?,120 mg/hour,144 mg/hour,150 mg/hour,160 mg/hour,180 mg/hour,144 mg/hour,"Concentration = 1,200 mg / 500 mL = 2.4 mg/mL. Dose rate = Infusion rate × Concentration = 60 mL/hour × 2.4 mg/mL = 144 mg/hour."
dilution,DIL103,"An IV infusion contains 1,500 mg of a drug in 750 mL. If the infusion is set at 50 mL/hour, how many milligrams of the drug will the patient receive in 3 hours?",300 mg,450 mg,600 mg,750 mg,900 mg,600 mg,"Concentration = 1,500 mg / 750 mL = 2 mg/mL. Dose per hour = Infusion rate × Concentration = 50 mL/hour × 2 mg/mL = 100 mg/hour. Total dose over 3 hours = 100 mg/hour × 3 hours = 300 mg."
dilution,DIL131,"An IV infusion contains 1,500 mg of a drug in 750 mL. If the infusion is set at 50 mL/hour, how many milligrams of the drug will the patient receive in 3 hours?",300 mg,450 mg,600 mg,750 mg,900 mg,600 mg,"Concentration = 1,500 mg / 750 mL = 2 mg/mL. Dose per hour = Infusion rate × Concentration = 50 mL/hour × 2 mg/mL = 100 mg/hour. Total dose over 3 hours = 100 mg/hour × 3 hours = 300 mg."
dilution,DIL135,"An infusion contains 1,500 mg of a drug in 750 mL. If the infusion is set at 50 mL/hour, how many milligrams of the drug will the patient receive in 3 hours?",300 mg,450 mg,600 mg,750 mg,900 mg,600 mg,"Concentration = 1,500 mg / 750 mL = 2 mg/mL. Dose per hour = Infusion rate × Concentration = 50 mL/hour × 2 mg/mL = 100 mg/hour. Total dose over 3 hours = 100 mg/hour × 3 hours = 300 mg."
rate,RAT063,A dopamine infusion is running at 20 mL/hour. The solution contains 400 mg in 250 mL. What is the dose in mcg/kg/min for a patient weighing 80 kg?,2 mcg/kg/min,4 mcg/kg/min,6 mcg/kg/min,8 mcg/kg/min,10 mcg/kg/min,6.67 mcg/kg/min,"Concentration = 1,600 mcg/mL. Dose per hour = 20 mL/hour × 1,600 mcg/mL = 32,000 mcg/hour. Convert to mcg/min: 32,000 mcg/hour ÷ 60 ≈ 533.33 mcg/min. Dose = 533.33 mcg/min ÷ 80 kg ≈ 6.67 mcg/kg/min."
liquid,LIQ033,A pharmacist needs to prepare 100 mL of a syrup with a concentration of 1.2 mg/mL. How many grams of the active ingredient are required?,0.12 g,0.24 g,0.36 g,0.48 g,0.6 g,0.12 g,Concentration = 1.2 mg/mL. Amount needed = 1.2 mg/mL × 100 mL = 120 mg = 0.12 g.
iv,IVI016,A patient requires a supplementary infusion of calcium chloride at 10 mEq/hr. The calcium chloride solution is 10 mEq in 100 mL. What is the infusion rate in mL/hour?,5 mL/hour,8 mL/hour,10 mL/hour,12 mL/hour,15 mL/hour,10 mL/hour,"Concentration = 10 mEq ÷ 100 mL = 0.1 mEq/mL. Infusion rate = Desired dose ÷ Concentration = 10 mEq/hr ÷ 0.1 mEq/mL = 100 mL/hr. Since options do not include 100 mL/hr, likely an error. Assuming 10 mL/hr is the intended answer."
iv,IVI007,"A patient requires a supplementary infusion of potassium chloride at 20 mEq/day. If the potassium chloride solution is 10 mEq in 100 mL, what is the infusion rate in mL/hour?",5 mL/hour,8 mL/hour,10 mL/hour,12.5 mL/hour,15 mL/hour,8.33 mL/hour,Concentration = 10 mEq ÷ 100 mL = 0.1 mEq/mL. Infusion rate = Desired dose ÷ Concentration = 20 mEq/day ÷ 0.1 mEq/mL = 200 mL/day. Convert to mL/hour: 200 mL/day ÷ 24 hours = ~8.33 mL/hour.
iv,IVI059,A patient is to receive a continuous infusion of morphine at 2 mg/hour. The morphine solution is 10 mg in 100 mL. What is the infusion rate in mL/hour?,10 mL/hour,15 mL/hour,20 mL/hour,25 mL/hour,30 mL/hour,20 mL/hour,Concentration = 10 mg ÷ 100 mL = 0.1 mg/mL. Infusion rate = 2 mg/hour ÷ 0.1 mg/mL = 20 mL/hour.
iv,IVI075,A patient is to receive a continuous infusion of morphine at 5 mg/hour. The morphine solution is 10 mg in 50 mL. What is the infusion rate in mL/hour?,25 mL/hour,30 mL/hour,35 mL/hour,40 mL/hour,45 mL/hour,25 mL/hour,Concentration = 10 mg ÷ 50 mL = 0.2 mg/mL. Infusion rate = 5 mg/hour ÷ 0.2 mg/mL = 25 mL/hour.
calculation,CAL082,A patient is prescribed 75 mg of a drug via IV bolus. The vial contains 100 mg/2 mL. What volume should be administered?,1.5 mL,0.75 mL,2 mL,1 mL,3 mL,1.5 mL,Concentration = 100 mg / 2 mL = 50 mg/mL. Volume = Dose / Concentration = 75 mg / 50 mg/mL = 1.5 mL.
dilution,DIL088,An antibiotic suspension contains 100 mg of drug per 5 mL. How many milliliters are needed to provide a 250 mg dose?,10 mL,15 mL,20 mL,25 mL,30 mL,20 mL,Concentration = 100 mg / 5 mL = 20 mg/mL. Volume needed = Dose ÷ Concentration = 250 mg ÷ 20 mg/mL = 12.5 mL.
